id_produto,nome_produto,categoria,preco
769,Produto 769,Alimentos,563.36
770,Produto 770,Livros,59.75
771,Produto 771,Brinquedos,297.06
772,Produto 772,Esportes,170.66
773,Produto 773,Artigos para Casa,967.39
774,Produto 774,Esportes,693.27
775,Produto 775,Livros,812.23
776,Produto 776,Roupas,128.56
777,Produto 777,Beleza,756.35
778,Produto 778,Livros,629.43
779,Produto 779,Brinquedos,61.52
780,Produto 780,Beleza,683.43
781,Produto 781,Brinquedos,547.93
782,Produto 782,Eletrônicos,51.77
783,Produto 783,Beleza,103.9
784,Produto 784,Brinquedos,221.77
785,Produto 785,Eletrônicos,692.1
786,Produto 786,Livros,580.53
787,Produto 787,Eletrônicos,177.33
788,Produto 788,Beleza,238.64
789,Produto 789,Esportes,81.75
790,Produto 790,Beleza,103.01
791,Produto 791,Artigos para Casa,301.54
792,Produto 792,Alimentos,35.2
793,Produto 793,Brinquedos,839.45
794,Produto 794,Esportes,242.89
795,Produto 795,Artigos para Casa,184.15
796,Produto 796,Eletrônicos,215.88
797,Produto 797,Livros,264.38
798,Produto 798,Roupas,332.54
799,Produto 799,Brinquedos,114.05
800,Produto 800,Artigos para Casa,795.55
801,Produto 801,Brinquedos,819.25
802,Produto 802,Alimentos,986.88
803,Produto 803,Brinquedos,648.79
804,Produto 804,Livros,96.22
805,Produto 805,Livros,490.29
806,Produto 806,Eletrônicos,516.06
807,Produto 807,Eletrônicos,301.62
808,Produto 808,Beleza,488.25
809,Produto 809,Eletrônicos,78.17
810,Produto 810,Eletrônicos,201.76
811,Produto 811,Esportes,497.89
812,Produto 812,Brinquedos,574.57
813,Produto 813,Brinquedos,170.23
814,Produto 814,Roupas,265.15
815,Produto 815,Beleza,130.58
816,Produto 816,Eletrônicos,894.86
817,Produto 817,Esportes,417.31
818,Produto 818,Artigos para Casa,328.98
819,Produto 819,Beleza,760.6
820,Produto 820,Roupas,962.24
821,Produto 821,Roupas,558.84
822,Produto 822,Livros,751.93
823,Produto 823,Beleza,816.12
824,Produto 824,Brinquedos,885.8
825,Produto 825,Beleza,161.6
826,Produto 826,Eletrônicos,310.44
827,Produto 827,Livros,822.79
828,Produto 828,Alimentos,796.2
829,Produto 829,Brinquedos,875.2
830,Produto 830,Beleza,785.34
831,Produto 831,Livros,591.11
832,Produto 832,Esportes,726.97
833,Produto 833,Artigos para Casa,835.99
834,Produto 834,Roupas,504.81
835,Produto 835,Eletrônicos,742.28
836,Produto 836,Esportes,479.23
837,Produto 837,Brinquedos,140.03
838,Produto 838,Alimentos,63.48
839,Produto 839,Roupas,965.78
840,Produto 840,Alimentos,261.57
841,Produto 841,Eletrônicos,874.22
842,Produto 842,Eletrônicos,17.38
843,Produto 843,Livros,76.43
844,Produto 844,Brinquedos,564.36
845,Produto 845,Livros,749.28
846,Produto 846,Artigos para Casa,59.4
847,Produto 847,Brinquedos,493.29
848,Produto 848,Esportes,607.86
849,Produto 849,Eletrônicos,538.17
850,Produto 850,Eletrônicos,502.33
851,Produto 851,Roupas,891.06
852,Produto 852,Brinquedos,314.48
853,Produto 853,Eletrônicos,310.55
854,Produto 854,Livros,612.52
855,Produto 855,Livros,157.18
856,Produto 856,Artigos para Casa,34.79
857,Produto 857,Esportes,789.67
858,Produto 858,Roupas,926.41
859,Produto 859,Esportes,437.22
860,Produto 860,Alimentos,876.4
861,Produto 861,Artigos para Casa,254.29
862,Produto 862,Esportes,623.51
863,Produto 863,Livros,837.91
864,Produto 864,Brinquedos,614.72
865,Produto 865,Beleza,819.7
866,Produto 866,Esportes,5.82
867,Produto 867,Alimentos,220.96
868,Produto 868,Eletrônicos,464.65
869,Produto 869,Artigos para Casa,409.72
870,Produto 870,Livros,63.73
871,Produto 871,Livros,638.57
872,Produto 872,Roupas,891.12
873,Produto 873,Beleza,781.03
874,Produto 874,Esportes,661.16
875,Produto 875,Alimentos,110.18
876,Produto 876,Livros,225.89
877,Produto 877,Roupas,145.68
878,Produto 878,Livros,355.04
879,Produto 879,Livros,405.36
880,Produto 880,Alimentos,553.53
881,Produto 881,Brinquedos,175.89
882,Produto 882,Beleza,874.73
883,Produto 883,Artigos para Casa,439.57
884,Produto 884,Roupas,15.31
885,Produto 885,Alimentos,897.02
886,Produto 886,Beleza,743.07
887,Produto 887,Alimentos,130.32
888,Produto 888,Alimentos,426.97
889,Produto 889,Roupas,615.05
890,Produto 890,Artigos para Casa,716.85
891,Produto 891,Alimentos,667.68
892,Produto 892,Alimentos,81.28
893,Produto 893,Beleza,602.53
894,Produto 894,Esportes,852.98
895,Produto 895,Roupas,988.57
896,Produto 896,Eletrônicos,684.14
897,Produto 897,Beleza,345.01
898,Produto 898,Livros,37.46
899,Produto 899,Artigos para Casa,616.99
900,Produto 900,Eletrônicos,405.71
901,Produto 901,Eletrônicos,909.67
902,Produto 902,Brinquedos,680.31
903,Produto 903,Livros,727.08
904,Produto 904,Roupas,392.46
905,Produto 905,Esportes,415.54
906,Produto 906,Brinquedos,909.41
907,Produto 907,Esportes,324.55
908,Produto 908,Eletrônicos,768.14
909,Produto 909,Beleza,129.16
910,Produto 910,Beleza,34.96
911,Produto 911,Esportes,654.5
912,Produto 912,Artigos para Casa,629.08
913,Produto 913,Roupas,125.6
914,Produto 914,Livros,384.71
915,Produto 915,Livros,946.54
916,Produto 916,Alimentos,815.82
917,Produto 917,Roupas,711.82
918,Produto 918,Brinquedos,238.54
919,Produto 919,Artigos para Casa,145.57
920,Produto 920,Artigos para Casa,335.68
921,Produto 921,Beleza,642.24
922,Produto 922,Beleza,315.37
923,Produto 923,Artigos para Casa,252.75
924,Produto 924,Brinquedos,397.38
925,Produto 925,Brinquedos,40.32
926,Produto 926,Esportes,341.9
927,Produto 927,Brinquedos,272.08
928,Produto 928,Livros,355.54
929,Produto 929,Brinquedos,51.16
930,Produto 930,Eletrônicos,428.1
931,Produto 931,Esportes,338.89
932,Produto 932,Eletrônicos,810.26
933,Produto 933,Brinquedos,855.75
934,Produto 934,Beleza,424.25
935,Produto 935,Artigos para Casa,208.89
936,Produto 936,Artigos para Casa,427.09
937,Produto 937,Roupas,17.78
938,Produto 938,Brinquedos,39.45
939,Produto 939,Eletrônicos,757.91
940,Produto 940,Esportes,784.01
941,Produto 941,Artigos para Casa,341.67
942,Produto 942,Esportes,141.94
943,Produto 943,Beleza,193.61
944,Produto 944,Roupas,838.0
945,Produto 945,Livros,68.63
946,Produto 946,Brinquedos,71.93
947,Produto 947,Beleza,15.21
948,Produto 948,Brinquedos,300.96
949,Produto 949,Artigos para Casa,609.93
950,Produto 950,Alimentos,430.38
951,Produto 951,Alimentos,282.75
952,Produto 952,Livros,353.09
953,Produto 953,Artigos para Casa,517.44
954,Produto 954,Beleza,994.64
955,Produto 955,Beleza,770.33
956,Produto 956,Artigos para Casa,629.34
957,Produto 957,Brinquedos,630.88
958,Produto 958,Roupas,398.75
959,Produto 959,Brinquedos,191.09
960,Produto 960,Artigos para Casa,447.51
961,Produto 961,Artigos para Casa,222.46
962,Produto 962,Alimentos,336.34
963,Produto 963,Alimentos,77.23
964,Produto 964,Esportes,102.91
965,Produto 965,Artigos para Casa,216.74
966,Produto 966,Beleza,167.95
967,Produto 967,Livros,769.39
968,Produto 968,Alimentos,643.16
969,Produto 969,Beleza,983.68
970,Produto 970,Alimentos,879.95
971,Produto 971,Brinquedos,279.56
972,Produto 972,Alimentos,693.51
973,Produto 973,Esportes,332.29
974,Produto 974,Beleza,773.23
975,Produto 975,Roupas,721.48
976,Produto 976,Alimentos,637.97
977,Produto 977,Roupas,125.74
978,Produto 978,Esportes,971.94
979,Produto 979,Eletrônicos,297.82
980,Produto 980,Livros,829.26
981,Produto 981,Eletrônicos,565.11
982,Produto 982,Brinquedos,135.25
983,Produto 983,Roupas,920.84
984,Produto 984,Brinquedos,532.51
985,Produto 985,Beleza,635.24
986,Produto 986,Livros,283.55
987,Produto 987,Brinquedos,779.17
988,Produto 988,Beleza,598.96
989,Produto 989,Artigos para Casa,786.44
990,Produto 990,Esportes,709.18
991,Produto 991,Roupas,78.61
992,Produto 992,Esportes,192.73
993,Produto 993,Esportes,364.33
994,Produto 994,Brinquedos,260.13
995,Produto 995,Roupas,37.08
996,Produto 996,Alimentos,207.44
997,Produto 997,Esportes,842.14
998,Produto 998,Roupas,14.93
999,Produto 999,Beleza,989.99
1000,Produto 1000,Alimentos,375.34
