id_produto,nome_produto,categoria,preco
770,Produto 770,Brinquedos,107.91
771,Produto 771,Esportes,185.23
772,Produto 772,Brinquedos,336.02
773,Produto 773,Esportes,225.07
774,Produto 774,Roupas,866.93
775,Produto 775,Esportes,430.83
776,Produto 776,Livros,422.16
777,Produto 777,Alimentos,796.69
778,Produto 778,Livros,762.47
779,Produto 779,Artigos para Casa,539.65
780,Produto 780,Artigos para Casa,955.24
781,Produto 781,Livros,46.81
782,Produto 782,Brinquedos,319.65
783,Produto 783,Livros,198.18
784,Produto 784,Roupas,796.36
785,Produto 785,Roupas,691.2
786,Produto 786,Artigos para Casa,607.26
787,Produto 787,Esportes,829.94
788,Produto 788,Beleza,232.35
789,Produto 789,Eletrônicos,709.44
790,Produto 790,Eletrônicos,117.68
791,Produto 791,Alimentos,748.25
792,Produto 792,Brinquedos,611.91
793,Produto 793,Livros,289.27
794,Produto 794,Brinquedos,840.92
795,Produto 795,Artigos para Casa,786.42
796,Produto 796,Roupas,626.2
797,Produto 797,Eletrônicos,266.5
798,Produto 798,Brinquedos,167.4
799,Produto 799,Esportes,471.95
800,Produto 800,Beleza,871.6
801,Produto 801,Artigos para Casa,312.8
802,Produto 802,Brinquedos,95.05
803,Produto 803,Roupas,555.02
804,Produto 804,Livros,836.41
805,Produto 805,Brinquedos,918.36
806,Produto 806,Artigos para Casa,624.63
807,Produto 807,Alimentos,968.76
808,Produto 808,Eletrônicos,766.12
809,Produto 809,Livros,492.42
810,Produto 810,Alimentos,524.89
811,Produto 811,Livros,581.04
812,Produto 812,Alimentos,10.32
813,Produto 813,Esportes,487.3
814,Produto 814,Roupas,974.1
815,Produto 815,Roupas,794.87
816,Produto 816,Artigos para Casa,494.36
817,Produto 817,Livros,61.9
818,Produto 818,Beleza,201.24
819,Produto 819,Roupas,839.1
820,Produto 820,Esportes,647.34
821,Produto 821,Esportes,426.59
822,Produto 822,Eletrônicos,24.04
823,Produto 823,Alimentos,749.59
824,Produto 824,Esportes,464.8
825,Produto 825,Eletrônicos,740.43
826,Produto 826,Livros,953.27
827,Produto 827,Brinquedos,944.18
828,Produto 828,Roupas,131.24
829,Produto 829,Livros,693.76
830,Produto 830,Beleza,504.0
831,Produto 831,Eletrônicos,544.98
832,Produto 832,Roupas,935.68
833,Produto 833,Brinquedos,646.24
834,Produto 834,Eletrônicos,702.9
835,Produto 835,Beleza,83.46
836,Produto 836,Beleza,155.1
837,Produto 837,Livros,749.69
838,Produto 838,Alimentos,155.27
839,Produto 839,Brinquedos,612.82
840,Produto 840,Roupas,112.9
841,Produto 841,Livros,542.16
842,Produto 842,Eletrônicos,58.0
843,Produto 843,Beleza,243.07
844,Produto 844,Esportes,57.39
845,Produto 845,Roupas,811.59
846,Produto 846,Eletrônicos,868.82
847,Produto 847,Artigos para Casa,115.03
848,Produto 848,Livros,480.99
849,Produto 849,Roupas,878.55
850,Produto 850,Beleza,963.84
851,Produto 851,Eletrônicos,906.44
852,Produto 852,Artigos para Casa,482.55
853,Produto 853,Roupas,67.91
854,Produto 854,Beleza,36.43
855,Produto 855,Livros,156.26
856,Produto 856,Artigos para Casa,95.13
857,Produto 857,Livros,135.99
858,Produto 858,Esportes,833.38
859,Produto 859,Esportes,430.37
860,Produto 860,Roupas,579.85
861,Produto 861,Esportes,870.42
862,Produto 862,Roupas,25.8
863,Produto 863,Alimentos,767.98
864,Produto 864,Artigos para Casa,979.76
865,Produto 865,Livros,392.75
866,Produto 866,Alimentos,993.51
867,Produto 867,Artigos para Casa,289.25
868,Produto 868,Artigos para Casa,611.99
869,Produto 869,Eletrônicos,58.56
870,Produto 870,Eletrônicos,163.77
871,Produto 871,Beleza,62.07
872,Produto 872,Beleza,316.19
873,Produto 873,Brinquedos,377.02
874,Produto 874,Alimentos,828.04
875,Produto 875,Brinquedos,491.32
876,Produto 876,Roupas,328.41
877,Produto 877,Alimentos,98.74
878,Produto 878,Eletrônicos,359.4
879,Produto 879,Beleza,94.17
880,Produto 880,Brinquedos,451.36
881,Produto 881,Alimentos,54.35
882,Produto 882,Roupas,829.21
883,Produto 883,Alimentos,192.96
884,Produto 884,Beleza,131.8
885,Produto 885,Roupas,132.2
886,Produto 886,Brinquedos,704.32
887,Produto 887,Esportes,151.41
888,Produto 888,Esportes,935.65
889,Produto 889,Roupas,334.04
890,Produto 890,Livros,681.99
891,Produto 891,Roupas,827.27
892,Produto 892,Beleza,368.26
893,Produto 893,Alimentos,720.06
894,Produto 894,Esportes,864.32
895,Produto 895,Brinquedos,752.47
896,Produto 896,Eletrônicos,509.28
897,Produto 897,Artigos para Casa,251.42
898,Produto 898,Livros,834.55
899,Produto 899,Artigos para Casa,557.21
900,Produto 900,Livros,83.86
901,Produto 901,Livros,77.46
902,Produto 902,Esportes,491.01
903,Produto 903,Eletrônicos,232.11
904,Produto 904,Beleza,483.82
905,Produto 905,Brinquedos,98.02
906,Produto 906,Livros,920.73
907,Produto 907,Livros,127.73
908,Produto 908,Brinquedos,489.77
909,Produto 909,Livros,389.16
910,Produto 910,Beleza,789.87
911,Produto 911,Beleza,777.14
912,Produto 912,Alimentos,145.99
913,Produto 913,Roupas,768.82
914,Produto 914,Artigos para Casa,859.44
915,Produto 915,Artigos para Casa,718.4
916,Produto 916,Brinquedos,208.79
917,Produto 917,Eletrônicos,487.68
918,Produto 918,Beleza,559.05
919,Produto 919,Eletrônicos,109.86
920,Produto 920,Beleza,475.77
921,Produto 921,Eletrônicos,126.8
922,Produto 922,Artigos para Casa,939.25
923,Produto 923,Livros,816.9
924,Produto 924,Beleza,566.4
925,Produto 925,Esportes,358.74
926,Produto 926,Brinquedos,839.52
927,Produto 927,Eletrônicos,585.02
928,Produto 928,Beleza,184.08
929,Produto 929,Eletrônicos,927.46
930,Produto 930,Brinquedos,418.68
931,Produto 931,Beleza,303.99
932,Produto 932,Alimentos,844.23
933,Produto 933,Roupas,598.86
934,Produto 934,Alimentos,363.8
935,Produto 935,Livros,774.43
936,Produto 936,Esportes,962.72
937,Produto 937,Roupas,623.15
938,Produto 938,Artigos para Casa,553.98
939,Produto 939,Beleza,707.19
940,Produto 940,Alimentos,731.17
941,Produto 941,Alimentos,915.13
942,Produto 942,Artigos para Casa,866.75
943,Produto 943,Roupas,468.22
944,Produto 944,Beleza,843.4
945,Produto 945,Beleza,792.17
946,Produto 946,Esportes,948.31
947,Produto 947,Livros,154.6
948,Produto 948,Eletrônicos,537.97
949,Produto 949,Eletrônicos,527.21
950,Produto 950,Roupas,644.07
951,Produto 951,Roupas,477.71
952,Produto 952,Alimentos,970.5
953,Produto 953,Esportes,218.3
954,Produto 954,Brinquedos,405.57
955,Produto 955,Brinquedos,92.97
956,Produto 956,Alimentos,942.67
957,Produto 957,Livros,587.92
958,Produto 958,Roupas,505.1
959,Produto 959,Eletrônicos,409.22
960,Produto 960,Alimentos,782.7
961,Produto 961,Roupas,752.07
962,Produto 962,Artigos para Casa,865.54
963,Produto 963,Brinquedos,57.77
964,Produto 964,Esportes,419.93
965,Produto 965,Brinquedos,360.33
966,Produto 966,Eletrônicos,949.07
967,Produto 967,Beleza,312.21
968,Produto 968,Artigos para Casa,506.63
969,Produto 969,Brinquedos,444.34
970,Produto 970,Livros,150.3
971,Produto 971,Eletrônicos,976.16
972,Produto 972,Roupas,557.31
973,Produto 973,Alimentos,700.66
974,Produto 974,Esportes,96.44
975,Produto 975,Livros,215.45
976,Produto 976,Eletrônicos,464.45
977,Produto 977,Esportes,817.37
978,Produto 978,Beleza,783.14
979,Produto 979,Esportes,676.49
980,Produto 980,Beleza,604.82
981,Produto 981,Eletrônicos,494.69
982,Produto 982,Roupas,430.25
983,Produto 983,Beleza,313.32
984,Produto 984,Artigos para Casa,815.39
985,Produto 985,Beleza,650.27
986,Produto 986,Eletrônicos,23.38
987,Produto 987,Alimentos,984.18
988,Produto 988,Eletrônicos,231.8
989,Produto 989,Artigos para Casa,589.4
990,Produto 990,Beleza,553.05
991,Produto 991,Brinquedos,407.95
992,Produto 992,Artigos para Casa,536.1
993,Produto 993,Eletrônicos,667.15
994,Produto 994,Brinquedos,469.16
995,Produto 995,Beleza,72.31
996,Produto 996,Alimentos,446.2
997,Produto 997,Roupas,354.9
998,Produto 998,Livros,838.6
999,Produto 999,Artigos para Casa,918.88
1000,Produto 1000,Alimentos,352.53
